ID,INCIDENT,DATE,TIME,ADDRESS,ZIP,BATTALION/SHIFT,MAPSCO,COUNCIL_DISTRICT,CENSUS_TRACT,STRUCTURE_TYPE,NO_OF_STORIES,CONSTRUCTION,CAUSE,TOTAL_VALUE,STRUCTURE_LOSS,CONTENTS_LOSS,TOTAL_SAVED,SPRINKER_SYS,ALARM_SYS
17779,2020032971,02/11/2020,05:27 AM,2600 ARROYO AVE,75219,3/C,34-Z,2,405,APARTMENTS,2,WOOD,INCENDIARY,2322200,-70000,0,2252200,NO,NO
17780,2020033938,02/12/2020,08:51 AM,5400 PRESTON OAKS RD,75254,2/B,15W,11,13624,VEHICLE,2011,FORD FUSION,MECHANICAL FAILURE MALFUNCTION OTHER,5000,-5000,0,0,,
17781,2020033822,02/12/2020,05:53 AM,10923 PINOCCHIO DR,75229,7/A,24F,13,9609,DWELLING,1,BRICK,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,621620,-20000,-10000,591620,NO,YES
17782,2020033736,02/12/2020,02:51 AM,4909 S COCKRELL HILL RD,75236,6/A,62M,3,16520,OFFICE,1,WOOD,EQUIPMENT UNATTENDED,7500,-1000,-100,6400,NO,YES
17783,2020033910,02/12/2020,08:14 AM,5603 LIVE OAK ST,75206,3/B,36X,14,1101,DWELLING,1,WOOD,UNDETERMINED,269070,-500,0,268570,NO,NO
17784,2020034949,02/13/2020,03:48 PM,2347 ECHO LAKE DR,75253,8/C,69A-P,8,17102,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,50000,-4000,-2000,44000,N/A,N/A
17788,2020035323,02/14/2020,01:49 AM,2661 WALNUT HILL LN,75229,7/C,23N,6,9900,COMMERCIAL,1,,UNDETERMINED,394500,-394500,0,0,N/A,
17789,2020035386,02/14/2020,05:15 AM,3822 FRANK ST,75210,3/C,46V,7,2702,DWELLING,1,,UNDETERMINED,130510,-75510,-45000,10000,N/A,UNK
17786,2020035752,02/14/2020,02:35 PM,7878 MARVIN D LOBE SERV NB,75237,5/A,73B,8,16605,APARTMENTS,3,WOOD,ELECTRICAL FAILURE MALFUNCTION OTHER,12578570,-40000,0,12538570,,YES
17787,2020036176,02/15/2020,01:38 AM,3473 GRAND AVE,75210,1/A,46P,7,20300,VEHICLE,2014,NISSAN ROGUE,INCENDIARY,8132,-3500,-45,4587,,
17790,2020036525,02/15/2020,01:22 PM,3604 LEGENDARY LN,75224,6/B,64B,4,6100,APARTMENTS,2,WOOD,UNDETERMINED,19132590,-100,-25,19132465,N/A,NO
17791,2020037150,02/16/2020,04:27 AM,4922 SANTA FE AVE,75223,3/B,46G,2,2400,VEHICLE,2002,FORD F150,UNDETERMINED,3000,-3000,0,0,,
17792,2020037417,02/16/2020,01:18 PM,5446 MORNINGSIDE AVE,75206,3/C,36N,14,300,DWELLING,1,WOOD,UNDETERMINED,473000,-1000,0,472000,,N/A
17793,2020037866,02/16/2020,10:47 PM,18305 MARSH LN,75287,2/C,3D,12,21637,COMMERCIAL,1,,EQUIPMENT UNATTENDED,520000,0,-3000,517000,,
17794,2020037696,02/16/2020,07:16 PM,18081 MIDWAY RD,75287,2/C,4F,12,21636,TRASH,,,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,500,-100,0,400,,
17795,2020037794,02/16/2020,08:55 PM,13015 AUDELIA RD,75243,4/C,17U,10,19034,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,14700000,-3500,0,14696500,,UNK
17796,2020038351,02/17/2020,02:08 PM,5519 ARAPAHO RD,75248,2/A,5W,11,13620,APARTMENTS,5,CONCRETE,UNSPECIFIED SHORT CIRCUIT ARC,50010000,-5000,-5000,50000000,YES,YES
17797,2020038028,02/17/2020,04:30 AM,1208 OAK HILL CIR,75217,8/C,58M,5,9202,SHED,,WOOD,UNDETERMINED,300,-300,0,0,,N/A
17798,2020039949,02/19/2020,06:17 PM,3635 BOLIVAR DR,75220,7/C,23Z,2,9802,APARTMENTS,2,WOOD,FAILURE TO CLEAN,1969550,-20000,0,1949550,,YES
17799,2020040059,02/19/2020,08:27 PM,4318 FRANK ST,75210,1/C,46R,7,2701,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,92710,-600,-200,91910,N/A,YES
17800,2020039563,02/19/2020,06:46 AM,1819 NOMAS ST,75212,9/B,44J,6,10101,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,78660,-30000,-500,48160,N/A,N/A
17801,2020039584,02/19/2020,07:42 AM,7203 GREAT TRINITY FOREST WAY,75217,8/C,58S,8,9304,VEHICLE,2002,FORD TAURUS,INCENDIARY,2500,0,0,2500,N/A,
17802,2020040228,02/20/2020,01:18 AM,1708 GARDEN DR,75215,1/C,56C,7,4000,DWELLING,1,WOOD,UNDETERMINED,45900,-45900,0,0,N/A,N/A
17803,2020040271,02/20/2020,03:08 AM,6000 CHIPPEWA DR,75212,9/C,42U,6,10602,VEHICLE,,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,6000,-5000,-1000,0,N/A,
17804,,02/20/2020,03:08 AM,6000 CHIPPEWA DR,75212,9/C-E,42U-E,,,VEHICLE,,FORD TIOGA MONTARA,EXPOSURE (ACCIDENTAL),5000,-5000,0,0,N/A,
17807,2020040595,02/20/2020,03:58 PM,8914 BECKLEYCREST AVE,75232,8/A,74G,5,16605,DWELLING,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,27300,-5000,0,22300,N/A,N/A
17808,2020041151,02/21/2020,12:15 PM,10212 PONDWOOD DR,75217,8/B,59Q,5,11800,DWELLING,2,WOOD,INCENDIARY,127000,-50,0,126950,,
17809,2020041621,02/21/2020,11:52 PM,7636 GREENSPAN AVE,75232,5/B,64Y,8,11105,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,125170,-45000,-10000,70170,N/A,
17810,2020041028,02/21/2020,08:20 AM,3004 W COLORADO BLVD,75211,9/B,43Y,1,6900,DWELLING,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,12000,-2000,-1500,8500,N/A,N/A
17811,2020041260,02/21/2020,02:45 PM,2338 REAGAN ST,75219,9/C,44D,2,401,COMMERCIAL,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,621000,0,0,621000,N/A,UNK
17812,2020040939,02/21/2020,03:03 AM,2323 BRYAN ST,75201,1/A,45L,14,1701,PORT A POTTY,,,UNDETERMINED,3500,0,-3500,0,N/A,
17813,,02/21/2020,03:03 AM,717 LEONARD ST,75201,1/A-E,45L-E,,,GARAGE,12,CONCRETE,EXPOSURE (UNDETERMINED),2149940,-3000,0,2146940,N/A,
17819,2020041579,02/21/2020,10:42 PM,2825 SARGENT RD,75216,5/A,456N,4,8603,VEHICLE,2018,JEEP CHEROKEE,INCENDIARY,30000,-25000,0,5000,,N/A
17814,2020041900,02/22/2020,11:57 AM,3433 E LEDBETTER DR,75216,5/C,66C,4,8701,VEHICLE,2015,NISSAN ALTIMA,UNDETERMINED,12000,-7000,0,5000,N/A,
17815,2020041912,02/22/2020,12:22 PM,501 S FITZHUGH AVE,75223,3/C,46G,2,2400,COMMERCIAL,1,MASONRY,UNDETERMINED,221000,-10000,-20000,191000,,
17816,2020041982,02/22/2020,02:02 PM,7825 FIREFALL WAY,75230,4/C,26N,1,13104,APARTMENTS,7,,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,165000000,0,0,165000000,YES,YES
17817,2020042458,02/23/2020,01:36 AM,8424 SCYENE RD,75227,8/C,8Z,5,9000,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,116500,-75000,-10000,31500,,UNK
17820,2020043463,02/24/2020,11:09 AM,2025 KRAFT ST,75212,9/B,43M,6,10101,DWELLING,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS OTHER,59000,-3000,0,56000,,
17821,2020043397,02/24/2020,09:01 AM,8687 N CENTRAL EXPWY,75225,4/B,26T,13,7801,SHOPPING MALL,2,CONCRETE,EQUIPMENT UNATTENDED,720000000,0,-20,719999980,NO,YES
17822,2020044684,02/25/2020,11:49 PM,10346 FERGUSON RD,75228,4/C,38M,9,12500,VEHICLE,2001,CHEVY TAHOE,INCENDIARY,5000,-5000,0,0,,N/A
17823,2020044028,02/25/2020,05:55 AM,520 RAVENWOOD DR,75217,8/B,58V,5,9202,DWELLING,1,WOOD,UNDETERMINED,500,-500,0,0,N/A,N/A
17824,2020045172,02/26/2020,04:13 PM,3522 CONWAY ST,75224,6/A,64C,4,6002,APARTMENTS,2,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,1200,0,-1200,0,N/A,N/A
17825,2020045551,02/27/2020,03:15 AM,4271 ALTOONA DR,75233,6/A,63E,3,10803,VEHICLE,2005,CHRY TWC,INCENDIARY,1100,-1100,0,0,,
17826,2020046138,02/27/2020,07:59 PM,3309 S MARSALIS AVE,75216,5/B,55W,4,5902,DWELLING,1,WOOD,INCENDIARY,94400,-100,-50,94250,,UNK
17827,2020045581,02/27/2020,05:06 AM,3015 VILBIG RD,75212,9/A,44N,6,10101,COMMERCIAL,1,,INCENDIARY,59000,-25000,0,34000,N/A,N/A
17828,2020046609,02/28/2020,12:11 PM,3433 DETONTE ST,75223,3/C,47J,7,2500,DWELLING,1,WOOD,UNDETERMINED,48820,-20000,0,28820,N/A,N/A
17829,,02/28/2020,12:11 PM,3441 DETONTE ST,75223,3/C-E,47J-E,,,DWELLING,1,WOOD,EXPOSURE (UNDTERMINED),56700,-5000,0,51700,N/A,N/A
17830,2020047600,02/29/2020,01:30 PM,7112 GASTON AVE,75214,3/A,37W,14,100,GRASS,,,PLAYING WITH HEAT SOURCE,0,0,0,0,N/A,
17831,2020047305,02/29/2020,04:12 AM,3843 WALDEN WAY,75287,2/C,4E,12,21635,DWELLING,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,340000,-8000,0,332000,N/A,YES
17832,2020047661,02/29/2020,02:45 PM,12920 AUDELIA RD,75243,4/A,17U,10,19018,APARTMENTS,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,10000000,-1000,0,9999000,N/A,YES
17833,2020047747,02/29/2020,04:13 PM,6718 CAULFIELD DR,75248,2/A,5Q,12,13617,FENCE,,WOOD,PLAYING WITH HEAT SOURCE,20000,-1500,0,18500,N/A,
17835,2020048192,03/01/2020,04:42 AM,2223 BEN HUR ST,75253,8/A,69A-P,8,17102,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17836,2020048202,03/01/2020,05:10 AM,6417 JOYCE WAY,75225,2/A,25Q,13,7700,DWELLING,2,WOOD,UNDETERMINED,,,,,,
17834,2020048710,03/01/2020,07:32 PM,3630 SPENCE ST,75215,1/B,46W,7,4000,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17837,2020049456,03/02/2020,05:15 PM,6835 MIMOSA LN,75230,2/C,25M,13,7604,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17838,2020020124,03/03/2020,03:37 PM,3138 MARYLAND AV,75216,6/A,55W,4,5901,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17839,2020052629,03/06/2020,03:33 PM,4709 COLUMBIA AVE,75226,1/A,46F,2,1502,DUPLEX,1,WOOD,UNDETERMINED,,,,,,
17840,2020053168,03/07/2020,06:43 AM,5076 MATILDA ST,75206,3/A,36F,14,7913,CONDOMINIUMS,2,WOOD,UNDETERMINED,,,,,,
17841,2020053830,03/08/2020,01:21 AM,1018 N BISHOP AVE,75208,6/B,54C,1,4201,GARAGE,1,WOOD,UNDETERMINED,,,,,,
17843,,03/08/2020,01:21 AM,1026 N BISHOP AVE,75208,6/B-E,54C-E,,,DWELLING,2,WOOD,EXPOSURE (UNDETERMINED),,,,,,
17842,,03/08/2020,01:21 AM,1018 N BISHOP AVE,75208,6/B-E,54C-E,,,DWELLING,2,WOOD,EXPOSURE (UNDETERMINED),,,,,,
17844,,03/08/2020,01:21 AM,1026 N BISHOP AVE,75208,6/B-E,54C-E,,,GARAGE,1,WOOD,EXPOSURE (UNDETERMINED),,,,,,
17845,,03/08/2020,01:21 AM,1016 N BISHOP AVE,75208,6/B-E,54C-E,,,OFFICE,2,WOOD,EXPOSURE (UNDETERMINED),,,,,,
17846,2020055255,03/09/2020,10:42 PM,3701 HARRY HINES BLVD,75219,9/A,44D,2,10000,LIGHT RAIL BRIDGE,,,UNDETERMINED,,,,,,
17847,2020055389,03/10/2020,04:56 AM,720 N EWING AVE,75203,6/A,45W,1,2000,DWELLING,2,WOOD,UNDETERMINED,,,,,,
17848,2020057374,03/12/2020,02:57 PM,1424 CANADA DR,75212,1/A,44K,6,10102,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17849,2020059323,03/14/2020,07:04 PM,327 LEVANT AVE,75217,8/C,59Y,5,11702,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17850,2020060191,03/15/2020,09:10 PM,6728 SWEET SUE LN,75241,5/A,65T,8,11300,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17851,2020062451,03/18/2020,01:13 PM,7152 FAIR OAKS AVE,75231,4/A,26U,13,7821,MAINTENANCE SHOP,1,WOOD,UNDETERMINED,,,,,,
17971,2020062250,03/18/2020,07:42 AM,13450 ESPERANZA RD,75240,2/A,16Q,11,19212,APARTMENTS,3,WOOD,INCENDIARY,16089730,-500,0,16089230,N/A,UNK
17855,2020064623,03/21/2020,04:53 AM,1771 MCCOY ST,75204,3/C,45H,14,1600,CONDOS,1,WOOD,UNDETERMINED,,,,,,
17852,2020065448,03/22/2020,06:06 AM,5302 W JEFFERSON BLVD,75211,9/A,52F,6,10704,COMMERCIAL,1,STUCCO,UNDETERMINED,,,,,,
17853,2020065874,03/22/2020,06:39 PM,3110 DARBY DR,75227,8/B,48V,7,9000,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17854,2020065359,03/22/2020,01:29 AM,1421 EL CAMPO DR,75218,3/A,38N,9,8100,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17856,2020066509,03/23/2020,03:20 PM,5800 PRESTON OAKS RD,75254,2/C,15F,11,13623,APARTMENTS,2,WOOD,UNDETERMINED,,,,,,
17857,2020066916,03/24/2020,01:09 AM,8329 CHADBOURNE RD,75209,7/C,34D,13,7301,DWELLING,2,WOOD,UNDETERMINED,,,,,,
17858,2020067993,03/25/2020,01:42 PM,7111 LOVETT AVE,75227,8/B,48N,5,8500,SHED,1,WOOD,UNDETERMINED,,,,,,
17859,2020069081,03/26/2020,11:44 PM,551 ELSTON DR,75248,5/B,64U,3,11103,DWELLING,1,WOOD,UNDETERMINED,,,,,,
17860,2020069214,03/27/2020,06:17 AM,1810 N  FITZHUGH  AVE,75204,3/B,36W,2,900,APARTMENTS,2,WOOD,UNDETERMINED,,,,,,
17861,2020071085,03/29/2020,04:47 PM,4150 INDEPENDENCE DR,75237,5/C,63W,8,10904,MOTEL,3,WOOD,UNDETERMINED,,,,,,
17862,2020072719,03/31/2020,10:00 PM,15340 DALLAS PKWY,75248,2/B,14D,11,13620,COMMERCIAL,1,,UNDETERMINED,,,,,,
17976,2020073011,04/01/2020,11:30 AM,14140 HAYMEADOW DR,75214,2/C,16J,11,13609,DUMPSTER,,,INCENDIARY,0,0,0,0,,
17970,2020073448,04/01/2020,11:48 PM,11435 WOODMEADOW PKWY,75238,4/C,39C,9,12604,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,2790000,-30000,0,2760000,NO,NO
17972,2020073582,04/02/2020,08:31 AM,2674 MARFA AVE,75216,5/A,55Z,4,8802,VEHICLE,2019,NISSAN SV,INCENDIARY,18500,-8000,0,10500,N/A,
17973,2020073860,04/02/2020,04:55 PM,915 CARBONA DR,75217,8/A,58P,5,9301,STORAGE TRAILER,,,UNDETERMINED,400,-400,0,0,,
17974,2020074158,04/03/2020,01:52 AM,2009 RED CLOUD DR,75217,8/A,59B,5,11900,VEHICLE,2006,CHEVY VENTURA,INCENDIARY,2000,-2000,0,0,,
17975,2020074734,04/03/2020,09:41 PM,10001 N CENTRAL SERV SB,75281,4/B,26R,13,7822,HOTEL,7,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,6521520,-25000,0,6496520,YES,YES
17977,2020075328,04/04/2020,07:21 PM,101 N BROOKSIDE DR,75214,1/C,36Z,14,1301,APARTMENTS,2,BRICK,EQUIPMENT UNATTENDED,24000000,-5000,-2500,23992500,YES,YES
17978,2020074937,04/04/2020,07:06 AM,5738 HIGHLAND HILLS DR,75241,5/C,65P,8,11401,APARTMENTS,2,WOOD,INCENDIARY,3036000,0,0,3036000,NO,
17981,2020075461,04/04/2020,11:37 PM,5001 ROSS AVE,75206,1/C,36W,2,900,COMMERCIAL,1,CONCRETE,UNDETERMINED,953630,0,-50,953580,N/A,
17979,2020075618,04/05/2020,07:29 AM,13259 EMILY RD,75240,2/A,16P,11,19208,APARTMENTS,2,,UNDETERMINED,2520000,-35000,-20000,2465000,NO,UNK
17980,2020075821,04/05/2020,03:02 PM,6050 MELODY LN,75231,4/A,26U,13,7819,CONDO,2,WOOD,EQUIPMENT UNATTENDED,62360,-1100,-100,61160,NO,YES
17984,2020076261,04/06/2020,06:10 AM,4306 CICERO ST,75216,5/B,56W,4,8703,VEHICLE,2007,CHEVROLET SILVERADO,INCENDIARY,7000,-3500,0,3500,,
17982,2020076683,04/06/2020,06:18 PM,3200 N ST AUGUSTINE RD,75227,8/B,49X,7,12100,SCHOOL,2,,UNDETERMINED,3000000,0,-400,2999600,YES,YES
17983,2020077299,04/07/2020,03:10 PM,3410 PACESETTER DR,75241,5/C,66T,8,16701,SOFA,,,INCENDIARY,50,0,-50,0,NO,
17985,2020077878,04/08/2020,11:01 AM,2415 KNIGHT ST,75219,3/A,34Z,2,401,RECYCLING/GARBAGE BIN,,,INCENDIARY,50,-50,0,0,,
17986,2020078956,04/09/2020,07:37 PM,6514 RIDGECREST RD,75231,4/B,26V,13,7818,APARTMENTS,3,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,1762140,-15000,-7500,1739640,NO,UNK
17987,2020079193,04/10/2020,05:14 AM,4102 BUENA VISTA ST,75204,3/B,35U,14,701,APARTMENTS,3,,UNDETERMINED,502000,-100000,-60000,342000,YES,YES
17998,2020079247,04/10/2020,08:13 AM,2503 EARLCOVE DR,75227,8/C,59B,7,12000,GRASS,,,INCENDIARY,171020,0,0,171020,N/A,
17988,2020080256,04/11/2020,04:06 PM,3725 VINEYARD DR,75212,9/A,43K,6,10500,DWELLING,1,WOOD,INCENDIARY,58640,-7000,-500,51140,NO,NO
17989,2020080498,04/11/2020,09:48 PM,2811 JOHN WEST RD,75228,8/A,38W,7,12302,VEHICLE,2014,FORD MERCURY,INCENDIARY,2500,-2500,0,0,N/A,
17990,2020080727,04/12/2020,04:59 AM,8734 CHARING CROSS LN,75238,4/A,28U,10,13007,DWELLING,2,WOOD,MISUSE OF MATERIAL OR PRODUCT OTHER,342440,-35000,-10000,297440,NO,NO
17991,2020080730,04/12/2020,05:16 AM,5855 BLUFFMAN DR,75241,5/A,66P,8,11401,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,89340,-5000,-500,83840,NO,YES
17992,2020081183,04/12/2020,06:51 PM,7815 ROYAL LN,75230,2/B,26E,11,13101,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,120000,-200,0,119800,N/A,UNK
17993,2020081229,04/12/2020,07:41 PM,6161 GLENNOX LN,75214,4/B,36S,9,7903,DWELLING,1,,UNDETERMINED,449640,-500,0,449140,NO,YES
17994,2020081089,04/12/2020,04:59 PM,1618 CANARY ISLAND CT,75217,8/B,69K,8,11602,FENCE,,,UNDETERMINED,142650,-200,0,142450,,
17995,2020081830,04/13/2020,06:35 PM,908 LUFKIN ST,75217,8/C,59Q,5,11800,SHED,1,,UNDETERMINED,3700,-500,-500,2700,,
17996,2020082086,04/14/2020,03:53 AM,4820 TERRY ST,75223,3/C,46F,2,2400,DWELLING,1,,UNSPECIFIED SHORT CIRCUIT ARC,142900,-250000,-500,-107600,NO,NO
17997,2020082687,04/15/2020,03:04 AM,2631 INGERSOLL ST,75212,9/A,42Q,6,10602,VEHICLE,2000,CHEVY VAN,INCENDIARY,2000,-2000,0,0,,
17999,2020082828,04/15/2020,10:41 AM,1200 E LOUISIANA AVE,75216,6/B,55N,4,5500,DWELLING,1,WOOD,UNDETERMINED,111000,-40000,-500,70500,NO,NO
18000,2020083148,04/15/2020,07:42 PM,5967 ROSS AVE,75206,3/B,36X,14,1101,DWELLING,1.5,WOOD,UNDETERMINED,411830,-300,-2000,409530,NO,NO
18001,2020083178,04/15/2020,08:15 PM,8106 VALLEY GLEN DR,75228,8/B,47D,9,12209,VEHICLE,2008,CHEVROLET  TAHOE,UNDETERMINED,6500,-6500,0,0,N/A,
18002,2020083590,04/16/2020,01:49 PM,10814 STONE CANYON RD,75230,4/C,26E,11,13105,APARTMENTS,3,WOOD,EQUIPMENT UNATTENDED,23500100,-500,-100,23499500,NO,YES
18003,2020083925,04/16/2020,11:31 PM,10106 TECHNOLOGY BLVD W,75220,9/C,22Y,6,9900,APARTMENTS,3,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,40530000,-100,-800,40529100,YES,YES
18004,2020084006,04/17/2020,03:20 AM,10152 LAKE JUNE RD,75217,8/C,59L,5,11800,DUMPSTER,,,INCENDIARY,1000,-500,0,500,N/A,NO
18005,2020084732,04/18/2020,03:41 AM,1828 CANADA DR,75212,6/A,44E,6,10101,DWELLING,2,WOOD,INCENDIARY,40000,-300,0,39700,NO,NO
18006,2020085229,04/18/2020,09:05 PM,518 DU BOIS AVE,75203,6/B,55H,4,8900,VEHICLE,2001,FORD F150,INCENDIARY,3551,-2000,0,1551,,
18010,2020085352,04/18/2020,10:36 PM,3906 S DENLEY DR,75216,5/B,65B,4,5700,VEHICLE,2017,KIA FORTE,INCENDIARY,8000,-8000,0,0,,
18007,2020085506,04/19/2020,04:40 AM,725 CENTRE ST,75208,6/B,54G,1,5000,ALLEY WAY / FENCE,,,UNDETERMINED,197360,0,0,197360,N/A,
18008,2020085729,04/19/2020,01:08 PM,3000 TIPS BLVD,75216,5/C,56N,4,8603,VEHICLE,,CADILLAC,INCENDIARY,24000,-24000,0,0,N/A,NO
18009,2020086139,04/20/2020,12:10 AM,9809 WALNUT ST,75243,4/C,17U,10,19019,TOWNHOME,1,WOOD,EQUIPMENT UNATTENDED,87050,-8000,-1000,78050,,
18011,2020086500,04/20/2020,03:23 PM,837 CENTRE ST,75208,6/A,54F,1,5000,DWELLING,1,WOOD,UNDETERMINED,119000,-500,0,118500,N/A,
18012,2020086508,04/20/2020,03:32 PM,5750 PHOENIX DR,75231,4/A,26Q,13,7815,PILLOW,,,UNDETERMINED,0,0,0,0,,
18013,2020086885,04/21/2020,01:31 AM,615 S ST AUGUSTINE DR,75217,8/A,69B,8,11702,TRASH CAN,,,INCENDIARY,50,-50,0,0,,
18018,2020010682,04/21/2020,,2200 TALLYHO LN,75214,9/B,42T,6,10602,VEHICLE,2015,NISSAN ALTIMA,INCENDIARY,8300,-8200,-100,0,N/A,NO
18014,2020087709,04/22/2020,08:34 AM,11611 FERGUSON RD,75228,4/C,39B,9,12601,VEHICLE,2005,CHEVY C15,UNDETERMINED,3245,-1000,0,2245,N/A,UNK
18015,2020087947,04/22/2020,03:31 PM,11851 HIGHDALE DR,75234,7/C,13Z,6,9605,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,5011090,0,0,5011090,NO,YES
18016,2020088103,04/22/2020,07:01 PM,9050 MARKVILLE DE,75243,4/C,16Z,10,7804,APARTMENTS,3,WOOD,EQUIPMENT UNATTENDED,21020000,-70000,-200000,20750000,NO,UNK
18017,2020087550,04/22/2020,12:10 AM,602 N LANCASTER RD,75203,6/C,55A,1,2000,VEHICLE,2003,BMW CV,ELECTRICAL FAILURE MALFUNCTION OTHER,3500,-3500,0,0,NO,NO
18019,2020088630,04/23/2020,02:30 PM,302 W 9TH ST,75208,6/C,54G,1,4700,COMMERCIAL,2,,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,2100000,-15000,0,2085000,NO,NO
18020,2020088799,04/23/2020,06:10 PM,6431 ELLSWORTH AVE,75214,3/A,36M,9,8000,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,17697000,-2000,-7000,17688000,NO,YES
18021,2020088812,04/23/2020,06:21 PM,990 SINGLETON BLVD,75212,6/A,44P,6,4300,APARTMENTS,5,WOOD,EQUIPMENT UNATTENDED,27819340,-1500,0,27817840,YES,YES
18022,2020088820,04/23/2020,06:26 PM,4933 CHILTON DR,75227,8/C,47M,7,12206,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,241630,-2500,0,239130,NO,NO
18023,2020089063,04/24/2020,01:06 AM,5234 WULLSCHLEGER LN,75210,1/A,47W,7,11500,VEHICLE,2010,FORD CROWN VICTORIA,UNDETERMINED,2000,-2000,0,0,,
18024,2020089657,04/24/2020,08:05 PM,7676 S WESTMORELAND RD,75237,6/B,73A,8,16607,APARTMENTS,2,WOOD,UNDETERMINED,9505000,-130000,-40000,9335000,NO,YES
18025,2020089743,04/24/2020,09:44 PM,2365 ECHO LAKE DR,75253,8/B,69A-P,8,17102,TRAILER,,,UNDETERMINED,1500,-1000,-500,0,N/A,NO
18026,2020089508,04/24/2020,04:30 PM,9415 BRUTON RD,75217,8/B,59B,7,12000,APARTMENTS,4,WOOD,INCENDIARY,2000150,-1000,-150,1999000,YES,YES
18028,2020090029,04/25/2020,09:41 AM,10230 HARRY HINES BLVD,75220,7/C,23X,6,9900,HOTEL,1,WOOD,UNDETERMINED,1665000,-2500,-2500,1660000,,
18029,2020090551,04/25/2020,10:58 PM,123 HIGH HARVEST RD,75241,5/C,74D,8,11200,DWELLING,2,WOOD,UNDETERMINED,226660,-20000,-1000,205660,NO,YES
18032,2020089901,04/25/2020,03:30 AM,4419 BALDWIN ST,75210,1/B,46R,7,2701,VEHICLE,2002,FORD GRAND MARQUIS,INCENDIARY,5000,-4000,0,1000,N/A,NO
18033,2020091468,04/25/2020,03:30 AM,4422 BALDWIN ST,75210,1/B,46R,7,2701,VEHICLE,2001,DODGE 3500 RAM,INCENDIARY,25000,-10000,0,15000,N/A,NO
18030,2020090917,04/26/2020,01:39 PM,18175 MIDWAY RD,75287,2/A,4F,12,21636,APARTMENTS,3,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,51813,-500,0,51313,NO,YES
18027,2020090626,04/26/2020,12:44 PM,400 STARR ST,75203,6/C,23X,1,2000,VEHICLE,2008,NISSAN ALTIMA,MECHANICAL FAILURE MALFUNCTION OTHER,8000,-8000,0,0,NO,NO
18031,2020091406,04/27/2020,05:03 AM,3821 MARYLAND AVE,75216,5/A,65A,4,5901,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,123000,-10000,-500,112500,NO,YES
18034,2020091669,04/27/2020,01:40 PM,3403 BICKERS ST,75212,9/B,43K,6,10500,DWELLING,1,WOOD,ELECTRICAL FAILURE MALFUNCTION OTHER,96720,-76720,-20000,0,NO,YES
18035,,04/27/2020,01:40 PM,3407 BICKERS ST,75212,9/B-E,43K-E,,,DWELLING,1,WOOD,EXPOSURE (ACCIDENTAL),46000,-5000,0,41000,NO,UNK
18036,,04/27/2020,01:40 PM,3407 BICKERS ST,75212,9/B-E,43K-E,,,VEHICLE,1997,CHEV SILVERADO,EXPOSURE (ACCIDENTAL),2500,-2500,0,0,NO,UNK
